,publisedAt,username,commentDisplay
1623,2025-11-12T09:37:19Z,@rockyracat,"Mon lu tau apa, biarin aja ahlinya yg ngurus, 😂😂😂 thm 65 aja lu ga ngalamin, gw rasa jaman orba aja ga pernah ngalamin 😂😂😂"
1624,2025-11-12T09:37:16Z,@achmadfadilah3516,"Hati hati teori itu mudah , memperoleh hasil nyata yg  sangat sulit"
1625,2025-11-12T09:33:10Z,@yusronamin7983,"sebenarnya jangan fokus pada perubahan nilai mata uang, krn berapapun nilai uang hanyalah kertas yg tidak ada nilainya, perbaiki kondisi perekonomian, tingkatkan kesempatan dan peluang kerja, itu yg utama"
1626,2025-11-13T05:14:03Z,@motorvlog76,TAGIH GIBRAN DONK SOAL 19 JUTA LAP.KERJA
1627,2025-11-12T09:32:44Z,@MuhammadAnsyari-z5o,Tahun 1962 sampai 1965 itu sanering berbeda dengan redenominasi.. dan pada waktu itu inflasi luar biasa.. ya jelas gagal..
1628,2025-11-12T09:32:34Z,@poernomoyusgiantoro5714,"Redenominasi sudah dilakuin sama cafe2 dan para pkl,menu2 di list 10 k, 15 k, dst, itu sudah termasuk redenominasi"
1629,2025-11-12T09:30:36Z,@TRAPS_01,"HALAHH ,  NGIDE AJAH , ENGGA PENTING2 JUGA BUAT SEKARANG,"
1630,2025-11-12T09:30:23Z,@Deco_dots,1 rupiah Sampek 500 rupiah ngitungnya gimana bang. 🙏🏻
1631,2025-11-12T09:26:42Z,@RusdikRus,1965 dngan 2025..sekarang rakyat  udh bnyk yg pintar😂😂😂
1632,2025-11-12T09:26:35Z,@sportlive2096,Lu setuju apa gak?
1633,2025-11-12T09:24:31Z,@agilmovic7913,Dulu tidak berasil karna dulu nlum ada informasi cepat contohnya hp <br>Sekarang orang pada pintar dan bisa di ajak maju pasti bisa
1634,2025-11-12T09:22:08Z,@RedmiBlack-v1i,"Th 1965 itu tahun suram bagi Indonesia,jangan kan mikir redenominasi masih bisa napas saja sudah syukur,jadi jauh lah dengan situasi yg saat ini"
1635,2025-11-12T09:20:58Z,@FadhilSaadizahid-pc4dv,KAYAKNYA BAKALAN SUSAH KARENA DI INDONESIA BANYAK YANG KORUPSI
1636,2025-11-12T09:20:19Z,@nadhiraazzahra1132,"Pak purbaya bilang itu bukan kewenangnya itu urusan bank sentral Bi , jadi jangan asumsiin itu kebijakan pakpurbaya,"
1637,2025-11-12T09:16:34Z,@mahrulhadi4651,"Dulu gagal karena belum ada uang digital, QRIS, M-banking."
1638,2025-11-12T09:15:00Z,@myname7037,"Demokrasi sekarang dirusak oleh pemikiran bahwa semua orang boleh asal ngomong. Sebuah pergeseran selera dan animo penonton akibat faktor mental, sosial, daya nalar hingga politik cuaca, situasi ekonomi, dan platform streaming sebagai bentuk persaingan global yang relatif murah, mudah, serta praktis. Namun apakah keseruannya sebanding dengan usaha dalam melempar isu? Ada yang keburu kabur sebelum dipenjara. Liat aja perubahan cuaca warga Indonesia, berani kah para pembuat kebijakan meeombak produk mereka yang sudah disahkan, untuk disesuaikan dengan selera orang kecil? Selamat untuk semua peraih penghargaan. Tetaplah tekun dan ikhlas menulis narasi perjuangan bangsa karena waktu itu bisa tahun depan, sebulan, bahkan besok untuk melihat, mengalami, mencatat di tengah hujan badai atau panas terik cerita langit; meratap untuk diceritakan lewat gagasan yang dititipkan Tuhan. Perlukah kemudian memasang begitu banyak antena parabola untuk memperlancar kominikasi? Atau supaya terasa high tech dan terhubung dengan dunia lain? Asal gratis, terima ajah; bekalnya cuma niat baik, pikiran positif, semangat riang gembira, serta segepok imajinasi 😁"
1639,2025-11-12T09:11:58Z,@mancingketengan5829,"Tahun 1965 jelas gagal, rakyat gak nabung di bank, bank pun gak banyak, gadget gak ada info sangat minim,.. Ini sekarang waktunya  cuma dikit2 uangnya di lempar ke rakyat sambil tarik uang yg lampau, metodenya sama kayak ganti uang baru... Perlu waktu sih, gak maen gedebuk langsung jadi..."
1640,2025-11-12T09:08:52Z,@Triadians123,Jangan please pak Purbaya nanti saya gak kaya
1641,2025-11-12T09:07:17Z,@Banzatreeel,tinggal ngurangin nol nya 3. ribet lu
1642,2025-11-12T09:03:13Z,@mohammadkirman4901,"Kondisi dulu beda dengan saat ini, dulu kondisi politik belum stabil, banyak pemberontakan. Kalau kini politik lebih stabil dan inplasi rendah. Sekarang saatnya utk redenominasi rupiah."
1643,2025-11-12T09:00:43Z,@andreaspardede3227,"kembali ke akar permasalahan inflasi. pertambahan nilai, korupsi, margin yang terlalu tinggi oleh penjual, atau apa saja yang mempercepat inflasi. kembali kesana dulu. beresin permasalahan utama. KORUPSI. jujur, negara kita di mafiai oleh para pakar akuntan. mereka tahu betul caranya untuk memperbaiki ekonomi. tapi mereka lebih tau untuk menambah pundi2 mereka sendiri. kalau memang niatnya baik (untuk masyarakat, bukan kelompok atau perorangan), pasti kita bisa menuju jalan yang lebih baik. tapi kalau isinya korupsi dan kapitalis yang mempercepat inflasi redenominasi tidak akan terlalu efektif. 1965 ke 2025 hanyalah 60 tahun. dan menurut pendapat saya, itu sudah 99.900% inflasi dalam 60 tahun terakhir. <br><br>dan yang pertama harus di redenominasi adalah koruptor. baru mata uangnya. <br><br>dan sekarang indonesia sudah memasuki dunia digital. di beberapa tempat utama dan major, uang tunai tidak lagi berlaku karena hanya menerima uang digital, gesek, tap, qris dan lain2 selain CASH. di kasus ini saja rakyat sengsara sudah semakin sulit. baru sistem pembayaran. <br><br>dan uang digital, dijamin, bisa di hack! baik cepat atau lambat. <br><br>saat ini uang tidak lagi menggunakan emas sebagai jaminannya. dan kalau masalah utama yaitu korupsi tidak di beresin, kesananya sama aja. cuma bedanya kalau dulu 1 rupiah menjadi 1000 rupiah denan 60thn, kedepannya mungkin akan lebih singkat. <br><br>dan sebenernya tanpa perlu redenominasi, dan atau mengganti mata uang kita hanya perlu memberikan imbuhan baru yaitu RB dibelakang. seperti yang sudah kitalakukan selama ini. 15rb, 500rb. gitu aja. <br><br>saya setuju redenominasi. tapi tidak setuju ketika cash tak lagi dapat digunakan untuk tempat2 tertentu. melanggar sila ke lima. social justice."
1644,2025-11-12T08:57:20Z,@yellowgarden9421,Harga2 juga harus dirubah semua dong.
1645,2025-11-12T08:57:13Z,@awalbahrul3814,"Pemerintah harus sediakan mobil tukar Rupiah di tiap kecamatan, Penarikan Di bank Menggunakan Uang baru, Sosialisasi besar besaran di Sosmed Tv dan Surat kabar."
1646,2025-11-12T08:55:58Z,@pkuproperty,Demam berdarah ya kirain helikopter
1647,2025-11-12T08:55:50Z,@wisnuajipamungkas3768,"Redenominasi itu seperti menipu diri sendiri, yg perlu kita perbaiki adalah nilainya bkn bentuk fisiknya, mending duit korupsi diambilin dulu lah, itu langkah paling benar di negeri angin"
1648,2025-11-12T08:55:06Z,@d33ppant,"Kenapa harus? Agar pejabat² atau orang kaya yang menyimpan uang diharuskan menukarkan uang ke bank, dri sini bisa tau data korupsi"
1649,2025-11-12T08:52:29Z,@onlyyii,"Awalnya optimis, stlah nonton ini jdi m8kir dua kali wkwk"
1650,2025-11-12T08:52:17Z,@fachlanfigi5379,cuma otak pasti ngelag sih awal awal nilai duit berubah
1651,2025-11-12T08:52:12Z,@PemeranPengganti-e9g,"Klo dipaksakan harus Redenominasi, <br><br>Sosialisasi setahun penuh nonstop , dari pemerintah daerah bahkan sampe RT RW sampeklah ibu ibu PKK harus terus menerus sosialisasi in ini setahun penuh nonstop <br><br><br>Karena titik rawan nya ada di gen boomer , <br>Yg ngalamin shock culture saldo yg tiba tiba susut banyak<br><br>Gen Milenial sama Gen Z lebih gampang di ajak barengan karena Uda terbiasa dengan hitungan kode K <br>10.000 jadi 10 K <br><br>Jadi target pemerintah harus sosialisasi ke orang orang tua <br>Gen Boomer secara terus menerus dan intens <br><br><br>Gak cukup klo cuma sebar informasi lewat medsos , <br><br>Harus face to face ,<br>Adep adepan muka ,<br><br>Sosialisasi dari lurah ,<br>Pertemuan RT,<br>Pertemuan Arisan PKK,<br>Arisan sosialita , <br><br><br>Kudu gencer selama setahun penuh nonstop"
1652,2025-11-12T08:51:48Z,@dhepafadjarfirmansyah,Redenominasi udah saya bahas tahun 2005 di dalam kelas saat bahas ekonomi
1653,2025-11-12T08:51:13Z,@Mahabbah-j2k,"Klo gorengan Rp 1000 jadi Rp 1 , gaji 5,000,000 jadi 5,000,  permen Rp 1000 dapat 2 biji jadi Rp 1 dpt 2 bj, barang yang 1 bj Rp 500, maka Rp 1 dapat 2 bj gitu...."
1654,2025-11-12T08:50:46Z,@dinaherawati5034,"sudah pernah terjadi era Soeharto banyak orang jadi gila , stress dan mati bunuh diri. mau diulang lagi? rakyat jadi tambah miskin harga2 kembali melonjak. tak terbeli kelaparan merajalela."
1655,2025-11-12T08:47:53Z,@9_nyawa,"Kenapa gk 5 nol yg diilangin, biar rupiah besar dr dolar😂"
1656,2025-11-12T08:45:05Z,@dextermc1783,Indonesia Nuncep bukan karna redenomisasi tapi krna KKN
1657,2025-11-12T08:42:55Z,@misbakulhuda663,Saya yakin rencana redenominasi bakal SUKSES ❤
1658,2025-11-12T08:42:35Z,@enjuarcadia8400,"Takut nya ini bakalan jadi alasan pak prubaya di lengserkan kalau misalnya dia gagal.<br>Trs gak sesimpel gtu buang nol trs nilai nya sama ,masalahnya kepercayaan internasional kita gimana bakalan terima gak uang rupiah kita"
1659,2025-11-12T08:40:25Z,@alwiyahwiyah1699,Iya bnr kita udh trbiasa dgn nol bnyk..udh mnding prbaiki bnyak2in lapangan kerja.
1660,2025-11-12T08:39:33Z,@tebealserangi5283,100 Rupiah jadi 1 sen?
1661,2025-11-12T08:37:37Z,@liamgallhager,bagi kami yg melancong ke indonesia kami jadi jutawan.. tapi kalau objektifnya utk mengesan wang korupsi.. ia baik
1662,2025-11-12T08:36:45Z,@fahmimupti,"buat gua yang hari ini masih miskin, berapapun nol nya tetep harus cari uang."
1663,2025-11-12T08:36:08Z,@audzubillahiminasyaitonirrojim,"Sebenarnya dikmpung gua madura terbiasa uang 1 juta dilabel 1000, so harusnya ga kaget klo org dikmpung gua jika ada redenominasi"
1664,2025-11-12T08:35:48Z,@lokal.168,Emng uang Indonesia kebanyakan 0 nya
1665,2025-11-12T08:35:07Z,@frellylomboan6508,Semua bisa ngasih pendapat.. Makanya kalian tdk di pilih jadi menteri keuangan oleh prabowo.. Yg di pilih adalah orang yg punya visi.. Bukan orang yg ketakutan dari A sampai z
1666,2025-11-12T08:35:06Z,@danieltan8734,"dulu tidak pernah dengar korupsi 1 T, makin gila 1000 T, rasa tak berdosa, gimana kalau hilang 000"
1667,2025-11-12T08:31:32Z,@danieltan8734,"efek sikologis dan media ramai bikin berita positip negatip ! koruptor korup 1 T tinggal 1 miliar, cukup pakai karton indomie, yang miskin gaji 10 juta, tinggal 10.000 siap diomelin istri"
1668,2025-11-12T08:30:32Z,@ebed6472,"Berarti nanti semua uang cash kita harus disetor kembali ke bank ya? Jika tidak, uang kita tidak berguna lagi utk jd alat tukar."
1669,2025-11-12T08:30:12Z,@YatnovzSkyNews,Sekarang ekonomi Indonesia stabil. Inflasi juga rendah. Saat yang tepat untuk redenominasi. Dengarkan penjelasan di kanal Youtube Bennix pentingnya redenominasi. Salah satunya bisa menarik uang korupsi triliunan rupiah masuk ke sistim dan mengangkat pertumbuhan ekonomi.
1670,2025-11-12T08:27:32Z,@youandher8657,Redenominasi ini akan menjadi inflasi dan kenaikan harga dolar
1671,2025-11-12T08:24:02Z,@nicosudargo9674,Dulu gagal bkn berarti jaman now bs² gagal lg ... skr itu kita hidup di era modern dan digitalisasi qris nya sdh meluas ke mana² sampe pelosok indo dan penggunaan uang kartal sdh sgt berkurang jauh jd kemungkinan berhasil nya sgt tinggi sy rasa
1672,2025-11-12T08:23:17Z,@iffanka2463,Hidup itu gambling. Harus berani ambil rwsiko. Stay positive jangan tebar fear pasti akan baik hasilnya.
1673,2025-11-12T08:21:24Z,@hashiramasenju2217,"Redominasi bisa picu inflasi misal harga 10600 dipotong angka nol 3, jadi 10,6 sen kl sen nya gak ada fisik psti jdi 11. Ya kalau smua pake qris bisa koma kl cash tnp sen ya repot"
1674,2025-11-12T08:20:47Z,@dart_17,"ngecek facebook isinya bapak bapak yang dikit dikit memuja purabaya, bobibos, sama ariyanto misel"
1675,2025-11-12T08:20:37Z,@m.sugiarto2552,Th 60 an sama Redominasi beda boss kalau dulu pemotongan nilai uang kalau yg akan datang itu penyerdahanaan jumlah nol tapi nilai tetap
1676,2025-11-12T08:17:56Z,@Redveee,"Harus sosialisasi full, di tv, sosial media, melalui SMS, supaya semua dapet infonya"
1677,2025-11-12T08:17:43Z,@williamfoo5286,"Kok rp10.000 (10 ribu rupiah) lu jadi ngomong rp10 (10 perak)? <br><br>Kan disini hilangin 3 angka 000, jadi seharusnya 10 rupiah bukan 10perak."
1678,2025-11-12T08:17:39Z,@sivamuntaha20025,Semua Negara-negara Yang gagal karena inflasi nya dua digit. Sedangkan Indonesia tidak dalam kondisi itu. Terkait proses pergantian nya parsial nanti di dua tahun berlaku dua harga di setiap barang. (Misal nanti harga beng-beng di papan harga nya ada Rp 8000 dan Rp 8)
1679,2025-11-12T08:16:02Z,@ariefwitcaksono3565,"Dulu gagal karena situasi politik tidak mendukung,beda dng sekarang, gitu bro Raymond,...🙏🙏"
1680,2025-11-12T08:14:21Z,@melanesiaspy,"gw ga setuju redenominasi, uang 500 dianggap hangus, misal jumlah orang Indo yg  minimal 280jt jiwa kehilang 500 per orang maka 140miliar itu lari kemana? minimal itu loh...<br><br>cape2 redenominasi, tukar aja ke dollar uang rupiahnya toh juga jadi nol nya ilang, nilainya juga dollar stabil 😅<br><br>dan gue jg ga setuju cashless, krn terlalu bergantung pada listrik dan internet serta biaya transaksi.<br><br>Tapi klo itu semua terjadi ya sdh beli emas saja..."
1681,2025-11-12T08:13:43Z,@warnawarni4486,"Banyak orang salah kaprah menyebut kebijakan tahun 1965 itu “redenominasi”, padahal yang terjadi sebenarnya adalah sanering, bukan penyederhanaan nominal.<br>Tahun 1965 pemerintah memang memotong nilai uang seribu kali lipat (Rp1 baru = Rp1.000 lama), tapi daya beli masyarakat ikut dipangkas, tabungan hilang nilainya, dan inflasi tetap meroket.<br><br>Redenominasi yang sesungguhnya tidak mengubah nilai riil uang, hanya menyederhanakan angka, seperti yang dilakukan Turki pada 2005 atau Rumania pada 2005, dan biasanya dilakukan saat ekonomi stabil, bukan krisis.<br><br>Jadi kalau sekarang Indonesia ingin redenominasi lagi, pelajarannya jelas:<br><br>Jangan ulangi “sanering” 1965 yang memiskinkan rakyat.<br>Lakukan redenominasi hanya ketika fondasi ekonomi dan kepercayaan publik sudah kuat. 💡🇮🇩"
1682,2025-11-12T10:55:56Z,@degarizkan572,Narasi yutuber ini salah dong
1683,2025-11-12T11:19:19Z,@warnawarni4486,"@degarizkan572 Bukan salah, mungkin kamu kurang paham konteksnya. Yang tahun 1965 itu bukan redenominasi, tapi sanering — pemotongan nilai uang seribu kali lipat. Sedangkan redenominasi yang sesungguhnya tidak mengubah daya beli, hanya menyederhanakan angka nominal. Jadi penjelasan youtuber ini masih benar kalau dilihat dari sisi sejarah moneter Indonesia. 💡🇮🇩"
1684,2025-11-13T00:51:32Z,@arufizi8007,"Berarti maksud anda yg terjadi sebenarnya di tahun itu adalah &quot;sanering&quot;, tp pemerintah menggunakan istilah lebih halus &quot;redenominasi&quot;, pdahal waktu itu pemerintah ingin menekan inflasi yg sudah mencapai 650%"
1685,2025-11-13T04:09:36Z,@warnawarni4486,"@arufizi8007 Betul sekali, yang terjadi tahun 1965 itu sebenarnya sanering, bukan redenominasi. Pemerintah waktu itu ingin menekan inflasi yang sudah gila-gilaan, tapi kondisi ekonominya justru sedang hancur.<br>Padahal redenominasi idealnya dilakukan saat ekonomi stabil dan kepercayaan publik tinggi, supaya tidak menimbulkan kepanikan. Kalau dilakukan di masa krisis, hasilnya bisa berubah jadi sanering terselubung, yang justru memiskinkan rakyat. 💡🇮🇩"
1686,2025-11-12T08:11:27Z,@sportshighlights421,Mungkin dia punya banyak uang di bawah kasur😂😂..jadi pesikis dulu hahaha
1687,2025-11-12T08:37:50Z,@prettysongjihyo6102,"benar kali yach 😂😂 gue lebih suka dengan Bang Bennix, penjelasannya joss"
1688,2025-11-12T08:11:07Z,@anggadwi6236,"This new era,"
1689,2025-11-12T08:08:47Z,@BarKis-y9d,Tshun ini harus dilakukan ..pak purbaya...uang hantu pasti akan muncul.. ....inflasi akan bisa di tekan<br>..good job pak purbaya
1690,2025-11-12T08:08:06Z,@UniversitasWarteg-y6t,Ga apa2 redenominasi asal jangan ganti desain uangnya. Nomornya ga apa2 dikurangi
1691,2025-11-12T08:06:05Z,@arsomkr,Aamiin
1692,2025-11-12T08:05:30Z,@muhamadhirman544,Segera dijalankan warga sekarang pinter2. Beda dengan jaman nya Megawati.
1693,2025-11-12T08:01:41Z,@IndraYana-v7s,Betul
1694,2025-11-12T08:00:58Z,@satrioopiningit,"9 naga panik duitnya yg di simpen ke rupiah Kan terbongkar jumlah aslinya yg gak kena pajak.mau tuker ke matbaunag asing udah gak laku lagi.8000 triliun dana gelap yg berputar untuk transaksi gelap akan muncul kebaca sistem lagi..dengan digitalisasi dan keterbukaan sekrang ini susah untuk manipulasi..kalo masih tetap manipulasi mkaa blockcahin ankan merevolusi itu semua..ini awal permulaan tumbangnya monopoli etnis China di indo..tambang,perkebunan,air mineral,beras, minyak,penyelundupan, kerah putih,judol dan narkoba sedang di sikat abis oleh Prabowo dan kita tau siapa pelaku2nya itu.kalo mau 8 persen tumbuhnya mkaa mua gak mau 9 naga harus di gulingkan."
1695,2025-11-12T07:58:19Z,@saidozawa9085,Pilihannya simpel aja <br>Redenominasi atau cetak duit 1jt
1696,2025-11-12T07:57:03Z,@IndraYana-v7s,Masa gambar nya entar bukan sukarno dong..
1697,2025-11-12T07:57:01Z,@jie99900,Perdayanomic
1698,2025-11-12T07:56:43Z,@Tolut81,Mas nol ku hilang dua piye ki
1699,2025-11-12T07:55:31Z,@autosultanhartawan9341,"Purbaya hrs Koordinasi dg Bahlil dl utk Diskusi Bersama..., siapa ta ada Ide2 Cemerlang and 1USD=1Rp?"
1700,2025-11-12T07:53:46Z,@f_liman_wangsakerta168,"Jangan di tunggalin 1 kayanya untuk seribu masih kegedean buat denominasi akibatnya kita yang usaha/ekonomi punya banyak recehan jadi gak ada, resikonya terlalu tinggi khawatir masa lalu terulang dan malah lebih parah karena gak bisa adaptasi ekonomi baru, gw sih pikir lebih realistis 1k ganti ke 10 rupiah jadi kaya gini(mulai dari paling kecil dan menyesuaikan dengan mata uang rupiah yang beredar saat ini) <br><br>- 100 = 1 Rp<br>- 200 = 2 Rp<br>- 500 = 5 Rp<br>- 1k = 10 Rp<br>- 2k = 20 Rp<br>- 5k = 50 Rp<br>- 10k = 100 Rp<br>- 20k = 200 Rp<br>- 50k = 500 Rp<br>- 100k = 1000 Rp. <br><br>Dst. Mungkin agak kaget atau kaku lihat angkanya tapi realisasi bisa kerasa, kalo udah maju(per transaksi ekonomi menggunakan recehan naik) sudah enggak pakai 100/200/500 dengan denom 1/2/5 Rupiah dan terganti pemakaiannya menjadi 1000 rupiah keatas. Baru bisa dinaikan denom mata uangnya ke angka 1(karena kebijakan pemerintah dan moneternya sudah sehat). <br><br>Cmiiw🙏🏼🙏🏼🙏🏼."
1701,2025-11-12T07:48:50Z,@ekocahyono1390,"Ganti bertahap saja: Catatan di laporan keuangan tetap nilai lama, sampai 5 tahun ke depan. Tahun pertama keluarin mata uang Rp1, Tahun kedua keluarin mata uang Rp10 sambil tarik uang kertas Rp1000, tahun ketiga keluarin Rp100 sambil keluarin uang kertas Rp10.000, tahun keempat keluarin Rp1000 sambil tarik uang kertas Rp100.000, tahun Kelima perubahan catatan keuangan."
1702,2025-11-12T07:47:19Z,@sinaziraf,Kata Bennix &quot;yg menolak Redenominasi berarti koruptor&quot; 😂
1703,2025-11-12T07:44:02Z,@jackheart5154,REDENOMINASI RUPIAH pasti di gulirkan KRNA MASARAKAT GA ada yg DIRUGIKAN.TESCASE Masarakat ngakunya Dah PD PINTAR PINTAR.
1704,2025-11-12T07:43:46Z,@lastfaza8532,kayanya yg harus di reset itu negaranya. buat mata uangnya.ngeri gua kalau sampai $ tembus 20.000 lagi. bisa2 makan nasi+garem lagi gua.
1705,2025-11-12T07:41:46Z,@abydicky6147,"100% Optimis, sudah saatnya rupiah kita bisa dihargai.."
1706,2025-11-12T07:41:14Z,@sifakoi8705,"Ini yang menurut ku aku kurang setuju, 😌😌😌"
1707,2025-11-12T07:36:25Z,@AhmdUsygeua,Sdh jelas lebih percaya Sri Mulyani. Bank dunia aja percaya.
1708,2025-11-12T07:35:17Z,@OnyaodopamOmandeh,Langkah strategis Mentri keuangan sangat baik tentunya untuk kemajuan indonesia
1709,2025-11-12T07:34:51Z,@TeguhYS,Saya setuju walaupun nanti pasti harus mati-matian rubah harga barang lama ke harga barang baru
1710,2025-11-12T07:31:01Z,@dluis99,Purbaya cuman dijadiin tameng aja sama prabowo
1711,2025-11-12T07:30:33Z,@bungandri,"nanti ada demo bayaran buat tolak redenominasi,, biasa banyak oknum yang ga suka, akhirnya keluar duit buat mahasewa demo 🤣🤣🤣🤣"
1712,2025-11-12T07:29:29Z,@kelurahanpatihan6631,"100, 200, 500 rupiah jadi berapa?"
1713,2025-11-12T07:28:35Z,@btlbangtulus2910,"konten Raymond chin jelas konten antek Asing, Udah jelas redenominasi membangkitkan Indonesia"
1714,2025-11-12T07:28:27Z,@AhmdUsygeua,Efisiensi gundulmu. <br>Harga 10500 jadi 11.
1715,2025-11-12T07:28:24Z,@John_Doe_ishere,anaknya bilang pak purbaya sebenernya kurang setuju
1716,2025-11-12T07:28:11Z,@waktutube,1. Gua ngeri bnyak yng nipu <br>2. Kalo gak ada tuker mata uang baru otomatis rakyat Indonesia jadi bnyak uang<br>3. Impact nya kemungkinan bisa<br> deflasi
1717,2025-11-12T07:27:31Z,@budidwiyanto6393,Coba Terawang uang sekarang uang 1000 diterwang muncul angka 1...ya dibalik saja uang  Rp 1 yg baru terawangnya rp.1000 sampai akhir nya masyarakat terbiasa.
1718,2025-11-12T07:26:30Z,@pcpwolverine8244,sebenernya sih masyarakat dari kalangan anak muda itu itu dah biasa dengan menghilangkan 3 angka nol di blakang . contohnya . 100.000 jadi 100k <br>50k 20k 10k dan seterusnya   . 😂😂 kalo bisa sih ujungnya jangan rp tapi k biar masyarakat cepet ngarti
1719,2025-11-12T07:25:43Z,@HasbiLubis-o1d,Yaaa beda tohhhh😂😂😂😂.....tahun 1965....indonesia bangkrut koohhh.......tahun 2025.....indonesia....kuatt  ....gitu lohhhh😂😂😂😂😂
1720,2025-11-12T07:24:17Z,@Andimoses62,Ini kebijakan bagus....rakyat harus dukung
1721,2025-11-12T07:22:11Z,@catloversin,Skrg pakai ai trs ya bg di video nya😅
1722,2025-11-12T07:19:18Z,@umar_thalib,"Penasaran sebab hyperinflasi dari redenominasi, apakah krn uang lama masih dipake sehingga banjir uang? Ditambah dengan uang lama dengan 0 banyak ikutan inflasi sehingga memicu kebingungan?<br><br>Jika memang ini purely untuk mengekang uang di bunker si J dan kawan2 maka aku dukung 100%, setelah uang penjahat keluar ke market dan nggak kembali ke penjahat maka insyaAllah ekonomi akan membaik"
1723,2025-11-12T07:19:11Z,@FirdauzMuhammad,"Kayaknya.. mah, ga bakal gagal dah.<br>Di tahun sekarang🤣<br><br>Orang yg korupsi dll.<br>Udah, pd gila²an.<br><br>Asal indonesia.. korupsinya? Ga gila²an.<br>Baru dah, gagal. 😅"
1724,2025-11-12T07:18:20Z,@yosurekusi,"Gw kurang suka ama ni orang,  unsub,terlalu bias"
1725,2025-11-12T07:17:04Z,@sutrisno1769,"Jadi tau kan dia di pihak siapa,,,"
1726,2025-11-12T07:16:19Z,@AlamsyahZul,Kamu punya uang 100.000..di ganti jadi 100...😂😂😂auto ngerampok rakyat tanpa sadar
1727,2025-11-12T07:15:50Z,@wiwinhandayani5020,"dan kalau kalian tau,redonisasi rupiah ini bukan usulan pak purbaya tp usulan BI"
1728,2025-11-12T07:15:41Z,@QiuQiuChannel-ni3xj,"D jamin ancur, orang ngeliat duit 100.000.000 jadi 100.000 pasti panik total"
1729,2025-11-12T07:13:57Z,@LiaWulandari-m2d,"Biar tahu peredaran uang palsu, kata ekonom di YouTube"
1730,2025-11-12T07:11:39Z,@medsosjb5762,sangat jauh kalo di bandingin dengan 1965.
1731,2025-11-12T07:10:40Z,@andrisoe1,"Sekarang saat yg tepat, krn kondisi ekonomi biasa saja gak terlalu parah, sosialisasi mudah krn ada internet/sosmed, kondisi US dalam kondisi yg cenderung melemah dan kondisi korupsi semakin parah."
1732,2025-11-12T07:10:26Z,@wiwinhandayani5020,dl gagal k4n krang sosialisasi dan keadaan inflasi yg lg tgg
1733,2025-11-12T07:09:21Z,@KonamiGame-ef3qe,💯 Malaysia ☠️ vs 💯 indo 🤡
1734,2025-11-12T07:09:11Z,@lanangewelas9237,IDE BAGUS TU BIKIN 1000 ITU SATU JUTA UDAH PASTI NILAI TUKAR NYA BAKAL NAIK
1735,2025-11-12T07:08:39Z,@dellvangood,mau tanya tolong di jawab apakah ini benar 𝗟𝗔𝗧𝗘𝗦𝗧 𝗙𝗜𝗡𝗔𝗡𝗖𝗜𝗔𝗟 𝗖𝗢𝗠𝗣𝗔𝗡𝗬📊 yang dia bimbing oleh raymond chin ?
1736,2025-11-12T07:08:24Z,@Ocyrys,tapi SANERING dengan REDENOMINASI itu dua hal yang berbeda lho. sama sama pemotongan uang tp berbeda tujuan dan nilai ekonominya.
1737,2025-11-12T07:08:24Z,@sigitherisisworo,mantaap
1738,2025-11-12T07:07:21Z,@ytsinaunen,"purbaya akan tetap redoniminasi krn tau rupiah akan inflasi gede makanya sekalian di redoniminasi...lha wong bagi2 duit ke himbara jd kredit yg makan pebisnis berduit n pebisnis IHSG..bkn real masyarakat<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
1739,2025-11-12T07:04:59Z,@indraaigina9233,"Dulu kan blm ada sosmed teknologi terbatas kurang sosialisasi nya,mungkin bisa d bilang masih jaman primitif  pasti beda lah....!!"
1740,2025-11-12T07:04:52Z,@DOELHitam,kalau Rp 10.000 jadi Rp10 kalo 500 perak jadi berapa?
1741,2025-11-12T07:33:21Z,@wowgggearing,0.5
1742,2025-11-12T07:04:24Z,@AbdulKadir-iz2rg,PASTI BERJAYA<br>PERCAYALAH....<br>PERASUAH PASTI BENGONG
