,publisedAt,username,commentDisplay,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_final,Sentiment,Sentiment_Label
1576,2025-11-12T10:16:51Z,@KarimAmrullah029,"Bila 1.000 rupiah dijadikaan 1 rupiah, makan, 100 atau 10 rupiah menjadi?... Kemudian setelah redenominasi, yakin ekosistem keuangan yg ada, gak hanya yg skala makro dan mikro tapi juga super mikro, siap akan perubahan ini?",Bila  rupiah dijadikaan  rupiah makan  atau  rupiah menjadi Kemudian setelah redenominasi yakin ekosistem keuangan yg ada gak hanya yg skala makro dan mikro tapi juga super mikro siap akan perubahan ini,bila  rupiah dijadikaan  rupiah makan  atau  rupiah menjadi kemudian setelah redenominasi yakin ekosistem keuangan yg ada gak hanya yg skala makro dan mikro tapi juga super mikro siap akan perubahan ini,bila rupiah dijadikaan rupiah makan atau rupiah menjadi kemudian setelah redenominasi yakin ekosistem keuangan yang ada tidak hanya yang skala makro dan mikro tapi juga super mikro siap akan perubahan ini,"['bila', 'rupiah', 'dijadikaan', 'rupiah', 'makan', 'atau', 'rupiah', 'menjadi', 'kemudian', 'setelah', 'redenominasi', 'yakin', 'ekosistem', 'keuangan', 'yang', 'ada', 'tidak', 'hanya', 'yang', 'skala', 'makro', 'dan', 'mikro', 'tapi', 'juga', 'super', 'mikro', 'siap', 'akan', 'perubahan', 'ini']","['rupiah', 'dijadikaan', 'rupiah', 'makan', 'rupiah', 'redenominasi', 'ekosistem', 'keuangan', 'skala', 'makro', 'mikro', 'super', 'mikro', 'perubahan']",rupiah dijadikaan rupiah makan rupiah redenominasi ekosistem keuangan skala makro mikro super mikro perubahan,2,Positive
1577,2025-11-12T10:15:55Z,@dickychandra5247,"Yang biasa cod ataupun jual beli di Facebook mah gak perlu adaptasi lagi, di fb 1 juta aja udah sering disebut seribu😂",Yang biasa cod ataupun jual beli di Facebook mah gak perlu adaptasi lagi di fb  juta aja udah sering disebut seribu,yang biasa cod ataupun jual beli di facebook mah gak perlu adaptasi lagi di fb  juta aja udah sering disebut seribu,yang biasa cod ataupun jual beli di facebook mah tidak perlu adaptasi lagi di fb juta aja udah sering disebut seribu,"['yang', 'biasa', 'cod', 'ataupun', 'jual', 'beli', 'di', 'facebook', 'mah', 'tidak', 'perlu', 'adaptasi', 'lagi', 'di', 'fb', 'juta', 'aja', 'udah', 'sering', 'disebut', 'seribu']","['cod', 'jual', 'beli', 'facebook', 'adaptasi', 'fb', 'juta', 'aja', 'udah', 'seribu']",cod jual beli facebook adaptasi fb juta aja udah seribu,1,Neutral
1578,2025-11-12T12:29:03Z,@dimassutisna2580,💯✌🏻,,,,[],[],,1,Neutral
1579,2025-11-12T12:48:53Z,@mbahmo7199,Dengan redenominasi harga2 otomatis naik karena nilai &quot;Nol Koma&quot; dibulatkan ke atas 🤔,Dengan redenominasi harga otomatis naik karena nilai quotNol Komaquot dibulatkan ke atas,dengan redenominasi harga otomatis naik karena nilai quotnol komaquot dibulatkan ke atas,dengan redenominasi harga otomatis naik karena nilai quotnol komaquot dibulatkan ke atas,"['dengan', 'redenominasi', 'harga', 'otomatis', 'naik', 'karena', 'nilai', 'quotnol', 'komaquot', 'dibulatkan', 'ke', 'atas']","['redenominasi', 'harga', 'otomatis', 'nilai', 'quotnol', 'komaquot', 'dibulatkan']",redenominasi harga otomatis nilai quotnol komaquot dibulatkan,1,Neutral
1580,2025-11-12T13:11:44Z,@asna2897,@mbahmo7199 kemungkinan uang koin yang nilainya ratusan bakal jadi sen sih🤔,kemungkinan uang koin yang nilainya ratusan bakal jadi sen sih,kemungkinan uang koin yang nilainya ratusan bakal jadi sen sih,kemungkinan uang koin yang nilainya ratusan bakal jadi sen sih,"['kemungkinan', 'uang', 'koin', 'yang', 'nilainya', 'ratusan', 'bakal', 'jadi', 'sen', 'sih']","['uang', 'koin', 'nilainya', 'ratusan', 'sen']",uang koin nilainya ratusan sen,1,Neutral
1581,2025-11-12T14:40:40Z,@DadangTriarsaPutra-yx8jw,​@mbahmo7199sebagai kaum mendang mending saya rasa skill kejelian melihat dan memilah harga pasaran tidak akan punah hehehe,kaum mendang mending saya rasa skill kejelian melihat dan memilah harga pasaran tidak akan punah hehehe,kaum mendang mending saya rasa skill kejelian melihat dan memilah harga pasaran tidak akan punah hehehe,kaum mendang mending saya rasa skill kejelian melihat dan memilah harga pasaran tidak akan punah hehehe,"['kaum', 'mendang', 'mending', 'saya', 'rasa', 'skill', 'kejelian', 'melihat', 'dan', 'memilah', 'harga', 'pasaran', 'tidak', 'akan', 'punah', 'hehehe']","['kaum', 'mendang', 'mending', 'skill', 'kejelian', 'memilah', 'harga', 'pasaran', 'punah', 'hehehe']",kaum mendang mending skill kejelian memilah harga pasaran punah hehehe,1,Neutral
1582,2025-11-12T19:14:54Z,@arvand26,"​@mbahmo7199bukankan duit 100 dan 200 sudah sangat langkah,?",duit  dan  sudah sangat langkah,duit  dan  sudah sangat langkah,duit dan sudah sangat langkah,"['duit', 'dan', 'sudah', 'sangat', 'langkah']","['duit', 'langkah']",duit langkah,1,Neutral
1583,2025-11-12T10:13:58Z,@faisal0379,Gagal itu yg berbeda daya beli berubah tapi yg ini daya beli tetap sama bro  jgn salah kasih info k masyarakat😂😂😂,Gagal itu yg berbeda daya beli berubah tapi yg ini daya beli tetap sama bro  jgn salah kasih info k masyarakat,gagal itu yg berbeda daya beli berubah tapi yg ini daya beli tetap sama bro  jgn salah kasih info k masyarakat,gagal itu yang berbeda daya beli berubah tapi yang ini daya beli tetap sama bro jgn salah kasih info k masyarakat,"['gagal', 'itu', 'yang', 'berbeda', 'daya', 'beli', 'berubah', 'tapi', 'yang', 'ini', 'daya', 'beli', 'tetap', 'sama', 'bro', 'jgn', 'salah', 'kasih', 'info', 'k', 'masyarakat']","['gagal', 'berbeda', 'daya', 'beli', 'berubah', 'daya', 'beli', 'bro', 'jgn', 'salah', 'kasih', 'info', 'k', 'masyarakat']",gagal berbeda daya beli berubah daya beli bro jgn salah kasih info k masyarakat,2,Positive
1584,2025-11-12T10:13:18Z,@MartinKoki-p5f7d,Jaman dulu belum pengalaman ga jaman sekarang beda.,Jaman dulu belum pengalaman ga jaman sekarang beda,jaman dulu belum pengalaman ga jaman sekarang beda,jaman dulu belum pengalaman tidak jaman sekarang beda,"['jaman', 'dulu', 'belum', 'pengalaman', 'tidak', 'jaman', 'sekarang', 'beda']","['jaman', 'pengalaman', 'jaman', 'beda']",jaman pengalaman jaman beda,2,Positive
1585,2025-11-12T10:12:17Z,@ulung86,"kita punya jaringan sampai RT RW, harusnya hal ini bisa diatasi",kita punya jaringan sampai RW harusnya hal ini bisa diatasi,kita punya jaringan sampai rw harusnya hal ini bisa diatasi,kita punya jaringan sampai rw harusnya hal ini bisa diatasi,"['kita', 'punya', 'jaringan', 'sampai', 'rw', 'harusnya', 'hal', 'ini', 'bisa', 'diatasi']","['jaringan', 'rw', 'diatasi']",jaringan rw diatasi,1,Neutral
1586,2025-11-12T10:10:38Z,@didiks973,"simpel sbnrnya, pemerintah jgn dulu nyetak uang model baru, tp cetak uang model yg skrg tp dg pengurungan 000 dan uang lama tetap berlaku beberapa tahun sambil pelan2 akan tergantikan dg uang yg hilang 000nya, dg bgtu masyarakat tdk akan sulit adaptasi dg uang baru yg kesan nya cm ilang nolnya, tp model, bentuk, dan nuansanya sama aja",simpel sbnrnya pemerintah jgn dulu nyetak uang model baru tp cetak uang model yg skrg tp dg pengurungan  dan uang lama tetap berlaku beberapa tahun sambil pelan akan tergantikan dg uang yg hilang nya dg bgtu masyarakat tdk akan sulit adaptasi dg uang baru yg kesan nya cm ilang nolnya tp model bentuk dan nuansanya sama aja,simpel sbnrnya pemerintah jgn dulu nyetak uang model baru tp cetak uang model yg skrg tp dg pengurungan  dan uang lama tetap berlaku beberapa tahun sambil pelan akan tergantikan dg uang yg hilang nya dg bgtu masyarakat tdk akan sulit adaptasi dg uang baru yg kesan nya cm ilang nolnya tp model bentuk dan nuansanya sama aja,simpel sbnrnya pemerintah jgn dulu nyetak uang model baru tp cetak uang model yang skrg tp dg pengurungan dan uang lama tetap berlaku beberapa tahun sambil pelan akan tergantikan dg uang yang hilang nya dg bgtu masyarakat tidak akan sulit adaptasi dg uang baru yang kesan nya cm ilang nolnya tp model bentuk dan nuansanya sama aja,"['simpel', 'sbnrnya', 'pemerintah', 'jgn', 'dulu', 'nyetak', 'uang', 'model', 'baru', 'tp', 'cetak', 'uang', 'model', 'yang', 'skrg', 'tp', 'dg', 'pengurungan', 'dan', 'uang', 'lama', 'tetap', 'berlaku', 'beberapa', 'tahun', 'sambil', 'pelan', 'akan', 'tergantikan', 'dg', 'uang', 'yang', 'hilang', 'nya', 'dg', 'bgtu', 'masyarakat', 'tidak', 'akan', 'sulit', 'adaptasi', 'dg', 'uang', 'baru', 'yang', 'kesan', 'nya', 'cm', 'ilang', 'nolnya', 'tp', 'model', 'bentuk', 'dan', 'nuansanya', 'sama', 'aja']","['simpel', 'sbnrnya', 'pemerintah', 'jgn', 'nyetak', 'uang', 'model', 'tp', 'cetak', 'uang', 'model', 'skrg', 'tp', 'dg', 'pengurungan', 'uang', 'berlaku', 'pelan', 'tergantikan', 'dg', 'uang', 'hilang', 'dg', 'bgtu', 'masyarakat', 'sulit', 'adaptasi', 'dg', 'uang', 'kesan', 'cm', 'ilang', 'nolnya', 'tp', 'model', 'bentuk', 'nuansanya', 'aja']",simpel sbnrnya pemerintah jgn nyetak uang model tp cetak uang model skrg tp dg pengurungan uang berlaku pelan tergantikan dg uang hilang dg bgtu masyarakat sulit adaptasi dg uang kesan cm ilang nolnya tp model bentuk nuansanya aja,0,Negative
1587,2025-11-12T10:09:52Z,@gameoflife9147,"Selama inflasi masih konsisten berjalan, jangan dah redenominasi, nanti hanya akan dijadikan alat buat cetak nominal uang yg lebih tinggi..<br>misal beneran redenominasi, uang 100rb jadi 100 rupiah, kalo inflasi masih konsisten, saya yakin beberapa tahun kedepan akan terbit nominal 200 rupiah, 500 rupiah, 1.000 rupiah..<br><br>kalo mau redenominasi, perkuat dulu ekonomi, kalo bisa nilai dollar konsisten turun tiap tahun, baru dah gua yakin redenominasi akan berhasil..<br>pak habibi aja bisa perkuat ekonomi dan nurunin nilai dollar dari 16rb ke 6.550, masa&#39; gabisa sih nurunin nilai dollar yang gak usah banyak2 yg penting konsisten turun tiap tahun..",Selama inflasi masih konsisten berjalan jangan dah redenominasi nanti hanya akan dijadikan alat buat cetak nominal uang yg lebih tinggibrmisal beneran redenominasi uang rb jadi  rupiah kalo inflasi masih konsisten saya yakin beberapa tahun kedepan akan terbit nominal  rupiah  rupiah  rupiahbrbrkalo mau redenominasi perkuat dulu ekonomi kalo bisa nilai dollar konsisten turun tiap tahun baru dah gua yakin redenominasi akan berhasilbrpak habibi aja bisa perkuat ekonomi dan nurunin nilai dollar dari rb ke  masa gabisa sih nurunin nilai dollar yang gak usah banyak yg penting konsisten turun tiap tahun,selama inflasi masih konsisten berjalan jangan dah redenominasi nanti hanya akan dijadikan alat buat cetak nominal uang yg lebih tinggibrmisal beneran redenominasi uang rb jadi  rupiah kalo inflasi masih konsisten saya yakin beberapa tahun kedepan akan terbit nominal  rupiah  rupiah  rupiahbrbrkalo mau redenominasi perkuat dulu ekonomi kalo bisa nilai dollar konsisten turun tiap tahun baru dah gua yakin redenominasi akan berhasilbrpak habibi aja bisa perkuat ekonomi dan nurunin nilai dollar dari rb ke  masa gabisa sih nurunin nilai dollar yang gak usah banyak yg penting konsisten turun tiap tahun,selama inflasi masih konsisten berjalan jangan dah redenominasi nanti hanya akan dijadikan alat buat cetak nominal uang yang lebih tinggibrmisal beneran redenominasi uang rb jadi rupiah kalau inflasi masih konsisten saya yakin beberapa tahun kedepan akan terbit nominal rupiah rupiah rupiahbrbrkalo mau redenominasi perkuat dulu ekonomi kalau bisa nilai dollar konsisten turun tiap tahun baru dah gua yakin redenominasi akan berhasilbrpak habibi aja bisa perkuat ekonomi dan nurunin nilai dollar dari rb ke masa gabisa sih nurunin nilai dollar yang tidak usah banyak yang penting konsisten turun tiap tahun,"['selama', 'inflasi', 'masih', 'konsisten', 'berjalan', 'jangan', 'dah', 'redenominasi', 'nanti', 'hanya', 'akan', 'dijadikan', 'alat', 'buat', 'cetak', 'nominal', 'uang', 'yang', 'lebih', 'tinggibrmisal', 'beneran', 'redenominasi', 'uang', 'rb', 'jadi', 'rupiah', 'kalau', 'inflasi', 'masih', 'konsisten', 'saya', 'yakin', 'beberapa', 'tahun', 'kedepan', 'akan', 'terbit', 'nominal', 'rupiah', 'rupiah', 'rupiahbrbrkalo', 'mau', 'redenominasi', 'perkuat', 'dulu', 'ekonomi', 'kalau', 'bisa', 'nilai', 'dollar', 'konsisten', 'turun', 'tiap', 'tahun', 'baru', 'dah', 'gua', 'yakin', 'redenominasi', 'akan', 'berhasilbrpak', 'habibi', 'aja', 'bisa', 'perkuat', 'ekonomi', 'dan', 'nurunin', 'nilai', 'dollar', 'dari', 'rb', 'ke', 'masa', 'gabisa', 'sih', 'nurunin', 'nilai', 'dollar', 'yang', 'tidak', 'usah', 'banyak', 'yang', 'penting', 'konsisten', 'turun', 'tiap', 'tahun']","['inflasi', 'konsisten', 'berjalan', 'dah', 'redenominasi', 'dijadikan', 'alat', 'cetak', 'nominal', 'uang', 'tinggibrmisal', 'beneran', 'redenominasi', 'uang', 'rb', 'rupiah', 'inflasi', 'konsisten', 'kedepan', 'terbit', 'nominal', 'rupiah', 'rupiah', 'rupiahbrbrkalo', 'redenominasi', 'perkuat', 'ekonomi', 'nilai', 'dollar', 'konsisten', 'turun', 'dah', 'gua', 'redenominasi', 'berhasilbrpak', 'habibi', 'aja', 'perkuat', 'ekonomi', 'nurunin', 'nilai', 'dollar', 'rb', 'gabisa', 'nurunin', 'nilai', 'dollar', 'konsisten', 'turun']",inflasi konsisten berjalan dah redenominasi dijadikan alat cetak nominal uang tinggibrmisal beneran redenominasi uang rb rupiah inflasi konsisten kedepan terbit nominal rupiah rupiah rupiahbrbrkalo redenominasi perkuat ekonomi nilai dollar konsisten turun dah gua redenominasi berhasilbrpak habibi aja perkuat ekonomi nurunin nilai dollar rb gabisa nurunin nilai dollar konsisten turun,2,Positive
1588,2025-11-12T10:06:39Z,@papahbrosjem,99% berhasil karena medsos sangat cepat nyebar di masyarakat berita apapun sepersekian detik bs viral 🎉,berhasil karena medsos sangat cepat nyebar di masyarakat berita apapun sepersekian detik bs viral,berhasil karena medsos sangat cepat nyebar di masyarakat berita apapun sepersekian detik bs viral,berhasil karena media sosial sangat cepat nyebar di masyarakat berita apapun sepersekian detik bs viral,"['berhasil', 'karena', 'media', 'sosial', 'sangat', 'cepat', 'nyebar', 'di', 'masyarakat', 'berita', 'apapun', 'sepersekian', 'detik', 'bs', 'viral']","['berhasil', 'media', 'sosial', 'cepat', 'nyebar', 'masyarakat', 'berita', 'apapun', 'sepersekian', 'detik', 'bs', 'viral']",berhasil media sosial cepat nyebar masyarakat berita apapun sepersekian detik bs viral,2,Positive
1589,2025-11-12T10:06:11Z,@ekaekaa7326,23 jam yg lalu 🙋🏻‍♀️🙋🏻‍♀️,jam yg lalu,jam yg lalu,jam yang lalu,"['jam', 'yang', 'lalu']",['jam'],jam,1,Neutral
1590,2025-11-12T10:04:57Z,@ikhsannurhakim3057,"Uang yang beredar di masyarakat aja ada 3 generasi dan tiga tiganya masih laku , apa gak ditarik dari peredaran ya. Gw ngebayangin udah berapa banyak ya rupiah yang beredar di masyarakat",Uang yang beredar di masyarakat aja ada  generasi dan tiga tiganya masih laku  apa gak ditarik dari peredaran ya Gw ngebayangin udah berapa banyak ya rupiah yang beredar di masyarakat,uang yang beredar di masyarakat aja ada  generasi dan tiga tiganya masih laku  apa gak ditarik dari peredaran ya gw ngebayangin udah berapa banyak ya rupiah yang beredar di masyarakat,uang yang beredar di masyarakat aja ada generasi dan tiga tiganya masih laku apa tidak ditarik dari peredaran ya saya ngebayangin udah berapa banyak ya rupiah yang beredar di masyarakat,"['uang', 'yang', 'beredar', 'di', 'masyarakat', 'aja', 'ada', 'generasi', 'dan', 'tiga', 'tiganya', 'masih', 'laku', 'apa', 'tidak', 'ditarik', 'dari', 'peredaran', 'ya', 'saya', 'ngebayangin', 'udah', 'berapa', 'banyak', 'ya', 'rupiah', 'yang', 'beredar', 'di', 'masyarakat']","['uang', 'beredar', 'masyarakat', 'aja', 'generasi', 'tiganya', 'laku', 'ditarik', 'peredaran', 'ngebayangin', 'udah', 'rupiah', 'beredar', 'masyarakat']",uang beredar masyarakat aja generasi tiganya laku ditarik peredaran ngebayangin udah rupiah beredar masyarakat,1,Neutral
1591,2025-11-12T10:03:00Z,@arifBudiman-sk1uz,"1965 itu bukan redenominasi ,  pikir pinter nih orang 😅😅😅",itu bukan redenominasi   pikir pinter nih orang,itu bukan redenominasi   pikir pinter nih orang,itu bukan redenominasi pikir pinter nih orang,"['itu', 'bukan', 'redenominasi', 'pikir', 'pinter', 'nih', 'orang']","['redenominasi', 'pikir', 'pinter', 'orang']",redenominasi pikir pinter orang,2,Positive
1592,2025-11-12T10:02:27Z,@ok_bro-one,"Menurut saya ok2 saja ,pengurangan nilai nol dimata uang rupiah, tp syaratnya pemerintah harus juga melihat tingkat inflasi ( kenaikan harga2 barang ) jika tiap tahun naik seiring gaji naik, hal ini sulit tercapai, semakin tidak ada nilainya rupiah, contoh aja zimbabwe..beberapa kali melakukan hal ini tp gagal total, semakin dikurangi nilai mata uangnya ,harga2 semakin naik tidak terkontrol,😢..,akibatnya apa rakyat sudah tidak percaya memakai mata uangnya sendiri ,beralih kedollar asing dan emas...buat pembayaran 😢..,pemerintah harus memastikan keadaan ekonomi dinegeri ini harus benar2 sehat dan stabil..,karena kalau tidak tepat melakukan pengurangan nilai mata uang, bisa berdampak ,ketidakpercayaan publik terhadap nilai rupiah,..",Menurut saya ok saja pengurangan nilai nol dimata uang rupiah tp syaratnya pemerintah harus juga melihat tingkat inflasi  kenaikan harga barang  jika tiap tahun naik seiring gaji naik hal ini sulit tercapai semakin tidak ada nilainya rupiah contoh aja zimbabwebeberapa kali melakukan hal ini tp gagal total semakin dikurangi nilai mata uangnya harga semakin naik tidak terkontrolakibatnya apa rakyat sudah tidak percaya memakai mata uangnya sendiri beralih kedollar asing dan emasbuat pembayaran pemerintah harus memastikan keadaan ekonomi dinegeri ini harus benar sehat dan stabilkarena kalau tidak tepat melakukan pengurangan nilai mata uang bisa berdampak ketidakpercayaan publik terhadap nilai rupiah,menurut saya ok saja pengurangan nilai nol dimata uang rupiah tp syaratnya pemerintah harus juga melihat tingkat inflasi  kenaikan harga barang  jika tiap tahun naik seiring gaji naik hal ini sulit tercapai semakin tidak ada nilainya rupiah contoh aja zimbabwebeberapa kali melakukan hal ini tp gagal total semakin dikurangi nilai mata uangnya harga semakin naik tidak terkontrolakibatnya apa rakyat sudah tidak percaya memakai mata uangnya sendiri beralih kedollar asing dan emasbuat pembayaran pemerintah harus memastikan keadaan ekonomi dinegeri ini harus benar sehat dan stabilkarena kalau tidak tepat melakukan pengurangan nilai mata uang bisa berdampak ketidakpercayaan publik terhadap nilai rupiah,menurut saya ok saja pengurangan nilai nol dimata uang rupiah tp syaratnya pemerintah harus juga melihat tingkat inflasi kenaikan harga barang jika tiap tahun naik seiring gaji naik hal ini sulit tercapai semakin tidak ada nilainya rupiah contoh aja zimbabwebeberapa kali melakukan hal ini tp gagal total semakin dikurangi nilai mata uangnya harga semakin naik tidak terkontrolakibatnya apa rakyat sudah tidak percaya memakai mata uangnya sendiri beralih kedollar asing dan emasbuat pembayaran pemerintah harus memastikan keadaan ekonomi dinegeri ini harus benar sehat dan stabilkarena kalau tidak tepat melakukan pengurangan nilai mata uang bisa berdampak ketidakpercayaan publik terhadap nilai rupiah,"['menurut', 'saya', 'ok', 'saja', 'pengurangan', 'nilai', 'nol', 'dimata', 'uang', 'rupiah', 'tp', 'syaratnya', 'pemerintah', 'harus', 'juga', 'melihat', 'tingkat', 'inflasi', 'kenaikan', 'harga', 'barang', 'jika', 'tiap', 'tahun', 'naik', 'seiring', 'gaji', 'naik', 'hal', 'ini', 'sulit', 'tercapai', 'semakin', 'tidak', 'ada', 'nilainya', 'rupiah', 'contoh', 'aja', 'zimbabwebeberapa', 'kali', 'melakukan', 'hal', 'ini', 'tp', 'gagal', 'total', 'semakin', 'dikurangi', 'nilai', 'mata', 'uangnya', 'harga', 'semakin', 'naik', 'tidak', 'terkontrolakibatnya', 'apa', 'rakyat', 'sudah', 'tidak', 'percaya', 'memakai', 'mata', 'uangnya', 'sendiri', 'beralih', 'kedollar', 'asing', 'dan', 'emasbuat', 'pembayaran', 'pemerintah', 'harus', 'memastikan', 'keadaan', 'ekonomi', 'dinegeri', 'ini', 'harus', 'benar', 'sehat', 'dan', 'stabilkarena', 'kalau', 'tidak', 'tepat', 'melakukan', 'pengurangan', 'nilai', 'mata', 'uang', 'bisa', 'berdampak', 'ketidakpercayaan', 'publik', 'terhadap', 'nilai', 'rupiah']","['ok', 'pengurangan', 'nilai', 'nol', 'dimata', 'uang', 'rupiah', 'tp', 'syaratnya', 'pemerintah', 'tingkat', 'inflasi', 'kenaikan', 'harga', 'barang', 'seiring', 'gaji', 'sulit', 'tercapai', 'nilainya', 'rupiah', 'contoh', 'aja', 'zimbabwebeberapa', 'kali', 'tp', 'gagal', 'total', 'dikurangi', 'nilai', 'mata', 'uangnya', 'harga', 'terkontrolakibatnya', 'rakyat', 'percaya', 'memakai', 'mata', 'uangnya', 'beralih', 'kedollar', 'asing', 'emasbuat', 'pembayaran', 'pemerintah', 'ekonomi', 'dinegeri', 'sehat', 'stabilkarena', 'pengurangan', 'nilai', 'mata', 'uang', 'berdampak', 'ketidakpercayaan', 'publik', 'nilai', 'rupiah']",ok pengurangan nilai nol dimata uang rupiah tp syaratnya pemerintah tingkat inflasi kenaikan harga barang seiring gaji sulit tercapai nilainya rupiah contoh aja zimbabwebeberapa kali tp gagal total dikurangi nilai mata uangnya harga terkontrolakibatnya rakyat percaya memakai mata uangnya beralih kedollar asing emasbuat pembayaran pemerintah ekonomi dinegeri sehat stabilkarena pengurangan nilai mata uang berdampak ketidakpercayaan publik nilai rupiah,2,Positive
1593,2025-11-12T10:02:15Z,@bintangsetiadi7760,"Tiga syarat yg HARUS terpenuhi : 1. Kepercayaan Publik, 2. Timing yg Tepat, dan 3. Kondisi Ekonomi yang Baik. <br><br>Namun, melihat ketiga nya saja belum ada yg terpenuhi jadi, KEMUNGKINAN BESAR siap2 Akan Seperti Venezuela/Zimbabwe. misalnya harga beras 1 kg = Rp100.000.",Tiga syarat yg HARUS terpenuhi   Kepercayaan Publik  Timing yg Tepat dan  Kondisi Ekonomi yang Baik brbrNamun melihat ketiga nya saja belum ada yg terpenuhi jadi KEMUNGKINAN BESAR siap Akan Seperti VenezuelaZimbabwe misalnya harga beras  kg  Rp,tiga syarat yg harus terpenuhi   kepercayaan publik  timing yg tepat dan  kondisi ekonomi yang baik brbrnamun melihat ketiga nya saja belum ada yg terpenuhi jadi kemungkinan besar siap akan seperti venezuelazimbabwe misalnya harga beras  kg  rp,tiga syarat yang harus terpenuhi kepercayaan publik timing yang tepat dan kondisi ekonomi yang baik brbrnamun melihat ketiga nya saja belum ada yang terpenuhi jadi kemungkinan besar siap akan seperti venezuelazimbabwe misalnya harga beras kg rp,"['tiga', 'syarat', 'yang', 'harus', 'terpenuhi', 'kepercayaan', 'publik', 'timing', 'yang', 'tepat', 'dan', 'kondisi', 'ekonomi', 'yang', 'baik', 'brbrnamun', 'melihat', 'ketiga', 'nya', 'saja', 'belum', 'ada', 'yang', 'terpenuhi', 'jadi', 'kemungkinan', 'besar', 'siap', 'akan', 'seperti', 'venezuelazimbabwe', 'misalnya', 'harga', 'beras', 'kg', 'rp']","['syarat', 'terpenuhi', 'kepercayaan', 'publik', 'timing', 'kondisi', 'ekonomi', 'brbrnamun', 'ketiga', 'terpenuhi', 'venezuelazimbabwe', 'harga', 'beras', 'kg', 'rp']",syarat terpenuhi kepercayaan publik timing kondisi ekonomi brbrnamun ketiga terpenuhi venezuelazimbabwe harga beras kg rp,2,Positive
1594,2025-11-12T10:00:32Z,@juvetampank7101,Yg panik sih para koruptor...jadi liat aja pejabat yg menolak patut d curugai😂😂😂,Yg panik sih para koruptorjadi liat aja pejabat yg menolak patut d curugai,yg panik sih para koruptorjadi liat aja pejabat yg menolak patut d curugai,yang panik sih para koruptorjadi liat aja pejabat yang menolak patut di curugai,"['yang', 'panik', 'sih', 'para', 'koruptorjadi', 'liat', 'aja', 'pejabat', 'yang', 'menolak', 'patut', 'di', 'curugai']","['panik', 'koruptorjadi', 'liat', 'aja', 'pejabat', 'menolak', 'patut', 'curugai']",panik koruptorjadi liat aja pejabat menolak patut curugai,0,Negative
1595,2025-11-12T10:00:03Z,@olopsiregarsiregar4186,"Yang susah palingan rakyat nya sendiri,",Yang susah palingan rakyat nya sendiri,yang susah palingan rakyat nya sendiri,yang susah palingan rakyat nya sendiri,"['yang', 'susah', 'palingan', 'rakyat', 'nya', 'sendiri']","['susah', 'palingan', 'rakyat']",susah palingan rakyat,0,Negative
1596,2025-11-12T09:59:56Z,@hijaumuda2764,Jaman sdh berubah.....informasi makin cepat....harga lombok aja pagi ama sore sdh updet secepat kilat.....ya mainin di label ditoko modern percepat sosialisasi.....misal harga 12.700 dilabel tertulis angka 12 lebih besar dan angka 700 lebih kecil....lama2 kan terbiasa,Jaman sdh berubahinformasi makin cepatharga lombok aja pagi ama sore sdh updet secepat kilatya mainin di label ditoko modern percepat sosialisasimisal harga  dilabel tertulis angka  lebih besar dan angka  lebih kecillama kan terbiasa,jaman sdh berubahinformasi makin cepatharga lombok aja pagi ama sore sdh updet secepat kilatya mainin di label ditoko modern percepat sosialisasimisal harga  dilabel tertulis angka  lebih besar dan angka  lebih kecillama kan terbiasa,jaman sdh berubahinformasi makin cepatharga lombok aja pagi ama sore sdh updet secepat kilatya mainin di label ditoko modern percepat sosialisasimisal harga dilabel tertulis angka lebih besar dan angka lebih kecillama kan terbiasa,"['jaman', 'sdh', 'berubahinformasi', 'makin', 'cepatharga', 'lombok', 'aja', 'pagi', 'ama', 'sore', 'sdh', 'updet', 'secepat', 'kilatya', 'mainin', 'di', 'label', 'ditoko', 'modern', 'percepat', 'sosialisasimisal', 'harga', 'dilabel', 'tertulis', 'angka', 'lebih', 'besar', 'dan', 'angka', 'lebih', 'kecillama', 'kan', 'terbiasa']","['jaman', 'sdh', 'berubahinformasi', 'cepatharga', 'lombok', 'aja', 'pagi', 'ama', 'sore', 'sdh', 'updet', 'secepat', 'kilatya', 'mainin', 'label', 'ditoko', 'modern', 'percepat', 'sosialisasimisal', 'harga', 'dilabel', 'tertulis', 'angka', 'angka', 'kecillama', 'terbiasa']",jaman sdh berubahinformasi cepatharga lombok aja pagi ama sore sdh updet secepat kilatya mainin label ditoko modern percepat sosialisasimisal harga dilabel tertulis angka angka kecillama terbiasa,2,Positive
